username, time_to_deliver

SERVER,NaN

antonio 3,2484
antonio 3,2484
antonio 3,2484
antonio 3,2484
antonio 3,2485
antonio 3,2485
antonio 3,2485
antonio 3,2485
antonio 3,2485
antonio 3,2485
antonio 3,2485
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2486
antonio 3,2487
antonio 3,2487
antonio 3,2487
antonio 3,2487

antonio 3,2486

antonio 3,2486

antonio 3,2486

antonio 3,2486

antonio 3,2486

antonio 3,2486

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2487

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2488

antonio 3,2489

antonio 2,2772

antonio 2,3320

antonio 2,3320

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3321

antonio 2,3335

antonio 2,3336

antonio 2,3336

antonio 2,3336

antonio 2,3337

antonio 2,3337

antonio 2,3337

antonio 2,3338

antonio 2,3338

antonio 2,3338

antonio 2,3338

antonio 2,3339

antonio 2,3339

antonio 2,3339

antonio 2,3339

antonio 2,3339

antonio 2,3340

antonio 2,3340

antonio 2,3340

antonio 2,3340

antonio 2,3340

antonio 2,3341

antonio 2,3341

antonio 2,3341

antonio 2,3341

antonio 2,3341

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3341

antonio 2,3341

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3342

antonio 2,3343

antonio 2,3343

antonio 2,3343

antonio 2,3343

antonio 2,3343

antonio 2,3343

antonio 2,3343

antonio 2,3344

antonio 2,3344

antonio 2,3344

antonio 2,3344

antonio 2,3344

antonio 2,3344

antonio 2,3344

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3345

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346

antonio 2,3346
